Gene1,Gene2
CEBPD,MLC1
RORB,MLC1
RXRA,MLC1
THAP9,MLC1
ASCL2,MLC1
JUN,MLC1
JUND,MLC1
FOSB,MLC1
DNAJC1,MLC1
SPI1,MLC1
GFI1B,MLC1
ZGLP1,MLC1
ZNF132,MLC1
HOPX,MLC1
CEBPD,MLLT4
ZNF470,MLLT4
VENTX,MLLT4
IRF8,MLLT4
ID1,MLLT4
ID3,MLLT4
RXRA,MLLT4
JUN,MLLT4
JUND,MLLT4
FOSB,MLLT4
DNAJC1,MLLT4
LYL1,MLLT4
TSC22D1,MLLT4
HOPX,MLLT4
IRF7,MLLT4
MAX,MMD
TAL1,MMD
MEIS1,MMD
JUN,MMD
MITF,MMD
NFE2,MMD
FOSB,MMD
PBX1,MMD
GRHL1,MMD
LYL1,MMD
TSC22D1,MMD
MAFG,MMD
ZGLP1,MMD
GFI1B,MMD
IRX3,MMD
MAX,MMP14
CEBPD,MMP14
VENTX,MMP14
ID1,MMP14
RXRA,MMP14
JUN,MMP14
JUND,MMP14
FOSB,MMP14
DNAJC1,MMP14
LYL1,MMP14
SPI1,MMP14
TSC22D1,MMP14
ZFHX3,MMP14
HOPX,MMP14
IRF7,MMP14
CREB5,MMP9
IRF8,MMP9
RXRA,MMP9
ID3,MMP9
JUN,MMP9
JUND,MMP9
NFE2,MMP9
FOSB,MMP9
DNAJC1,MMP9
LYL1,MMP9
SPI1,MMP9
TSC22D1,MMP9
ZGLP1,MMP9
HOPX,MMP9
ZNF205,MMP9
CEBPD,MPEG1
ZNF503,MPEG1
IRF8,MPEG1
ARID3A,MPEG1
ID1,MPEG1
JUN,MPEG1
JUND,MPEG1
FOSB,MPEG1
SPI1,MPEG1
SPIB,MPEG1
MAFG,MPEG1
ZFHX3,MPEG1
NR6A1,MPEG1
IRF7,MPEG1
MYBL2,MPEG1
MAX,MPO
ZNF683,MPO
ARID3A,MPO
ASCL2,MPO
JUN,MPO
JUND,MPO
FOSB,MPO
DNAJC1,MPO
SPIB,MPO
SPI1,MPO
HLX,MPO
ZGLP1,MPO
IRF7,MPO
IRF8,MPO
MYCL,MPO
MAX,MPP1
TAL1,MPP1
MEIS1,MPP1
JUN,MPP1
MITF,MPP1
NFE2,MPP1
PBX1,MPP1
SPI1,MPP1
LYL1,MPP1
GRHL1,MPP1
TSC22D1,MPP1
MAFG,MPP1
ZGLP1,MPP1
GFI1B,MPP1
IRX3,MPP1
MAX,MPP3
CEBPD,MPP3
IRF8,MPP3
RXRA,MPP3
ID3,MPP3
JUN,MPP3
JUND,MPP3
FOSB,MPP3
DNAJC1,MPP3
SPI1,MPP3
LYL1,MPP3
IRF7,MPP3
HOPX,MPP3
MYBL2,MPP3
MYCL,MPP3
MAX,MPP4
CEBPD,MPP4
ZNF470,MPP4
IRF8,MPP4
ZNF683,MPP4
ID3,MPP4
ARID3A,MPP4
ASCL2,MPP4
JUN,MPP4
JUND,MPP4
DNAJC1,MPP4
SPI1,MPP4
LYL1,MPP4
HOPX,MPP4
IRF7,MPP4
MAX,MPPED2
TAL1,MPPED2
CEBPD,MPPED2
ID1,MPPED2
ID3,MPPED2
JUN,MPPED2
JUND,MPPED2
NFE2,MPPED2
FOSB,MPPED2
DNAJC1,MPPED2
LYL1,MPPED2
GRHL1,MPPED2
TSC22D1,MPPED2
GFI1B,MPPED2
HOPX,MPPED2
MAX,MPRIP-AS1
CEBPD,MPRIP-AS1
AIRE,MPRIP-AS1
ID1,MPRIP-AS1
ID3,MPRIP-AS1
ASCL2,MPRIP-AS1
JUN,MPRIP-AS1
JUND,MPRIP-AS1
FOSB,MPRIP-AS1
DNAJC1,MPRIP-AS1
SPIB,MPRIP-AS1
LYL1,MPRIP-AS1
SPI1,MPRIP-AS1
HOPX,MPRIP-AS1
IRF7,MPRIP-AS1
MAX,MROH1
CEBPD,MROH1
ZNF562,MROH1
ID1,MROH1
ZNF683,MROH1
RXRA,MROH1
ASCL2,MROH1
JUN,MROH1
JUND,MROH1
FOSB,MROH1
DNAJC1,MROH1
SPI1,MROH1
LYL1,MROH1
HOPX,MROH1
IRF7,MROH1
CEBPD,MS4A1
IRF8,MS4A1
L3MBTL4,MS4A1
ELF3,MS4A1
ID3,MS4A1
JUN,MS4A1
JUND,MS4A1
DNAJC1,MS4A1
SPIB,MS4A1
LYL1,MS4A1
SPI1,MS4A1
HOPX,MS4A1
IRF7,MS4A1
MYBL2,MS4A1
ZNF233,MS4A1
CEBPD,MS4A6A
ZNF503,MS4A6A
IRF8,MS4A6A
RXRA,MS4A6A
ID1,MS4A6A
JUN,MS4A6A
JUND,MS4A6A
FOSB,MS4A6A
SPI1,MS4A6A
SPIB,MS4A6A
ZFHX3,MS4A6A
NR6A1,MS4A6A
IRF7,MS4A6A
MYBL2,MS4A6A
MYCL,MS4A6A
CEBPD,MS4A7
RXRA,MS4A7
ID3,MS4A7
ASCL2,MS4A7
JUN,MS4A7
JUND,MS4A7
NFE2,MS4A7
FOSB,MS4A7
SPI1,MS4A7
LYL1,MS4A7
ZFHX3,MS4A7
ZGLP1,MS4A7
GFI1B,MS4A7
IRF7,MS4A7
IRF8,MS4A7
MAX,MTPN
TAL1,MTPN
CEBPD,MTPN
RXRA,MTPN
JUN,MTPN
JUND,MTPN
MITF,MTPN
NFE2,MTPN
FOSB,MTPN
GRHL1,MTPN
LYL1,MTPN
SPI1,MTPN
TSC22D1,MTPN
ZGLP1,MTPN
GFI1B,MTPN
MAX,MYEOV
TAL1,MYEOV
CEBPD,MYEOV
MEIS1,MYEOV
JUN,MYEOV
NFE2,MYEOV
FOSB,MYEOV
PBX1,MYEOV
GRHL1,MYEOV
LYL1,MYEOV
TSC22D1,MYEOV
MAFG,MYEOV
ZGLP1,MYEOV
GFI1B,MYEOV
HOPX,MYEOV
MAX,MYL9
TAL1,MYL9
CEBPD,MYL9
MEIS1,MYL9
JUN,MYL9
WDHD1,MYL9
NFE2,MYL9
PBX1,MYL9
GRHL1,MYL9
LYL1,MYL9
TSC22D1,MYL9
MAFG,MYL9
ZGLP1,MYL9
GFI1B,MYL9
IRX3,MYL9
MAX,MYLK
TAL1,MYLK
MEIS1,MYLK
JUN,MYLK
JUND,MYLK
NFE2,MYLK
FOSB,MYLK
PBX1,MYLK
GRHL1,MYLK
LYL1,MYLK
TSC22D1,MYLK
MAFG,MYLK
ZGLP1,MYLK
GFI1B,MYLK
IRX3,MYLK
MAX,MYO7A
CEBPD,MYO7A
VENTX,MYO7A
ID1,MYO7A
ID3,MYO7A
JUN,MYO7A
JUND,MYO7A
NFE2,MYO7A
FOSB,MYO7A
DNAJC1,MYO7A
LYL1,MYO7A
SPI1,MYO7A
ZFHX3,MYO7A
HOPX,MYO7A
IRF8,MYO7A
MAX,MYOM2
CEBPD,MYOM2
ZNF547,MYOM2
ZNF562,MYOM2
L3MBTL4,MYOM2
ZNF683,MYOM2
ZNF618,MYOM2
TFAP2E,MYOM2
ASCL2,MYOM2
JUN,MYOM2
FOSB,MYOM2
DNAJC1,MYOM2
SPI1,MYOM2
HOPX,MYOM2
IRF7,MYOM2
MAX,MZB1
CEBPD,MZB1
IRF8,MZB1
ZNF562,MZB1
ARID3A,MZB1
JUN,MZB1
FOSB,MZB1
DNAJC1,MZB1
SPIB,MZB1
SPI1,MZB1
IRF7,MZB1
CUX2,MZB1
HOPX,MZB1
MYBL2,MZB1
MYCL,MZB1
CEBPD,NCF1
IRF8,NCF1
RXRA,NCF1
ID3,NCF1
ID1,NCF1
ARID3A,NCF1
JUND,NCF1
FOSB,NCF1
ATOH8,NCF1
SPI1,NCF1
SPIB,NCF1
LYL1,NCF1
IRF7,NCF1
HOPX,NCF1
MYBL2,NCF1
MAX,NCOA4
TAL1,NCOA4
MEIS1,NCOA4
JUN,NCOA4
JUND,NCOA4
NFE2,NCOA4
PBX1,NCOA4
GRHL1,NCOA4
LYL1,NCOA4
TSC22D1,NCOA4
MAFG,NCOA4
ZGLP1,NCOA4
GFI1B,NCOA4
HOPX,NCOA4
IRX3,NCOA4
MAX,NCS1
CEBPD,NCS1
IRF8,NCS1
RXRA,NCS1
ID3,NCS1
JUN,NCS1
JUND,NCS1
NFE2,NCS1
FOSB,NCS1
DNAJC1,NCS1
SPI1,NCS1
LYL1,NCS1
IRF7,NCS1
HOPX,NCS1
MYBL2,NCS1
MAX,NDST1
CEBPD,NDST1
RXRA,NDST1
ID1,NDST1
JUND,NDST1
NFE2,NDST1
FOSB,NDST1
SPI1,NDST1
LYL1,NDST1
TSC22D1,NDST1
MAFG,NDST1
ZFHX3,NDST1
ZGLP1,NDST1
GFI1B,NDST1
IRF8,NDST1
CEBPD,NEAT1
TCFL5,NEAT1
RXRA,NEAT1
ID1,NEAT1
TFAP2E,NEAT1
ASCL2,NEAT1
JUN,NEAT1
JUND,NEAT1
NFE2,NEAT1
FOSB,NEAT1
ATOH8,NEAT1
DNAJC1,NEAT1
LYL1,NEAT1
SPI1,NEAT1
MAFG,NEAT1
MAX,NEURL1B
RXRA,NEURL1B
ARID3A,NEURL1B
JUN,NEURL1B
PBX1,NEURL1B
SPI1,NEURL1B
LYL1,NEURL1B
GRHL1,NEURL1B
NR6A1,NEURL1B
HOPX,NEURL1B
ZFHX3,NEURL1B
ZGLP1,NEURL1B
GFI1B,NEURL1B
IRF7,NEURL1B
IRF8,NEURL1B
MAX,NEXN
TAL1,NEXN
MEIS1,NEXN
JUN,NEXN
MITF,NEXN
WDHD1,NEXN
NFE2,NEXN
PBX1,NEXN
GRHL1,NEXN
LYL1,NEXN
TSC22D1,NEXN
MAFG,NEXN
ZGLP1,NEXN
GFI1B,NEXN
IRX3,NEXN
MAX,NEXN-AS1
TAL1,NEXN-AS1
MEIS1,NEXN-AS1
JDP2,NEXN-AS1
MITF,NEXN-AS1
NFE2,NEXN-AS1
PBX1,NEXN-AS1
GRHL1,NEXN-AS1
SPI1,NEXN-AS1
LYL1,NEXN-AS1
TSC22D1,NEXN-AS1
MAFG,NEXN-AS1
ZGLP1,NEXN-AS1
GFI1B,NEXN-AS1
IRX3,NEXN-AS1
CREB5,NFAM1
CEBPD,NFAM1
ZNF503,NFAM1
ID1,NFAM1
JUN,NFAM1
JUND,NFAM1
NFE2,NFAM1
FOSB,NFAM1
DNAJC1,NFAM1
SPI1,NFAM1
MAFG,NFAM1
ZFHX3,NFAM1
ZGLP1,NFAM1
IRF7,NFAM1
MYCL,NFAM1
MAX,NGFRAP1
TAL1,NGFRAP1
CEBPD,NGFRAP1
ZNF562,NGFRAP1
MEIS1,NGFRAP1
JUN,NGFRAP1
NFE2,NGFRAP1
PBX1,NGFRAP1
GRHL1,NGFRAP1
SPI1,NGFRAP1
LYL1,NGFRAP1
TSC22D1,NGFRAP1
ZGLP1,NGFRAP1
GFI1B,NGFRAP1
HOPX,NGFRAP1
MAX,NIPAL2
ZNF503,NIPAL2
RXRA,NIPAL2
ZNF683,NIPAL2
ID3,NIPAL2
JDP2,NIPAL2
JUN,NIPAL2
JUND,NIPAL2
FOSB,NIPAL2
SPI1,NIPAL2
SPIB,NIPAL2
LYL1,NIPAL2
HLX,NIPAL2
HOPX,NIPAL2
IRF8,NIPAL2
MAX,NKD2
CEBPD,NKD2
ZNF683,NKD2
ID3,NKD2
ASCL2,NKD2
JUN,NKD2
JUND,NKD2
DLX2,NKD2
NFE2,NKD2
DNAJC1,NKD2
SPI1,NKD2
LYL1,NKD2
TSC22D1,NKD2
HOPX,NKD2
IRF7,NKD2
MAX,NKG7
CEBPD,NKG7
ZNF683,NKG7
ID3,NKG7
TFAP2E,NKG7
ASCL2,NKG7
JUN,NKG7
JUND,NKG7
FOSB,NKG7
DNAJC1,NKG7
SPI1,NKG7
SPIB,NKG7
LYL1,NKG7
HOPX,NKG7
IRF8,NKG7
MAX,NLGN3
CEBPD,NLGN3
RXRA,NLGN3
ID1,NLGN3
ID3,NLGN3
ASCL2,NLGN3
JUN,NLGN3
JUND,NLGN3
FOSB,NLGN3
DNAJC1,NLGN3
LYL1,NLGN3
SPI1,NLGN3
HOPX,NLGN3
IRF7,NLGN3
IRF8,NLGN3
CEBPD,NLRP12
RXRA,NLRP12
ID1,NLRP12
ASCL2,NLRP12
JUN,NLRP12
JUND,NLRP12
NFE2,NLRP12
FOSB,NLRP12
DNAJC1,NLRP12
LYL1,NLRP12
SPI1,NLRP12
MAFG,NLRP12
HLX,NLRP12
ZFHX3,NLRP12
IRF8,NLRP12
MAX,NODAL
CEBPD,NODAL
IRF8,NODAL
ZNF683,NODAL
ID3,NODAL
JUN,NODAL
JUND,NODAL
FOSB,NODAL
DNAJC1,NODAL
SPI1,NODAL
LYL1,NODAL
HLX,NODAL
ZFHX3,NODAL
HOPX,NODAL
IRF7,NODAL
CREB5,NOL3
CEBPD,NOL3
MAX,NOL3
VENTX,NOL3
ZNF683,NOL3
ARID3A,NOL3
ASCL2,NOL3
JUN,NOL3
FOSB,NOL3
DNAJC1,NOL3
LYL1,NOL3
SPI1,NOL3
ZNF114,NOL3
IRF7,NOL3
ZNF205,NOL3
MAX,NPIPA7
CEBPD,NPIPA7
IRF8,NPIPA7
ARID3A,NPIPA7
ID3,NPIPA7
JUN,NPIPA7
FOSB,NPIPA7
DNAJC1,NPIPA7
SPI1,NPIPA7
SPIB,NPIPA7
LYL1,NPIPA7
MAFG,NPIPA7
GFI1B,NPIPA7
HOPX,NPIPA7
IRF7,NPIPA7
MAX,NPTX2
IRF8,NPTX2
ARID3A,NPTX2
ASCL2,NPTX2
JUN,NPTX2
NFE2,NPTX2
FOSB,NPTX2
DNAJC1,NPTX2
SPI1,NPTX2
LYL1,NPTX2
TSC22D1,NPTX2
HLX,NPTX2
ZFHX3,NPTX2
HOPX,NPTX2
IRF7,NPTX2
CEBPD,NRG1
VENTX,NRG1
RXRA,NRG1
ID1,NRG1
ID3,NRG1
ASCL2,NRG1
JUN,NRG1
JUND,NRG1
NFE2,NRG1
FOSB,NRG1
DNAJC1,NRG1
LYL1,NRG1
SPI1,NRG1
ZFHX3,NRG1
MYCL,NRG1
MAX,NRGN
TAL1,NRGN
MEIS1,NRGN
JUN,NRGN
MITF,NRGN
NFE2,NRGN
PBX1,NRGN
GRHL1,NRGN
LYL1,NRGN
TSC22D1,NRGN
MAFG,NRGN
ZGLP1,NRGN
GFI1B,NRGN
HOPX,NRGN
IRX3,NRGN
CEBPD,NRP2
IRF8,NRP2
RXRA,NRP2
ZNF683,NRP2
ASCL2,NRP2
JUN,NRP2
JUND,NRP2
FOSB,NRP2
DNAJC1,NRP2
SPIB,NRP2
LYL1,NRP2
MAFG,NRP2
HOPX,NRP2
IRF7,NRP2
MYCL,NRP2
MAX,NT5C3A
TAL1,NT5C3A
MEIS1,NT5C3A
JUN,NT5C3A
MITF,NT5C3A
NFE2,NT5C3A
LHX1,NT5C3A
PBX1,NT5C3A
GRHL1,NT5C3A
LYL1,NT5C3A
TSC22D1,NT5C3A
MAFG,NT5C3A
ZGLP1,NT5C3A
GFI1B,NT5C3A
IRX3,NT5C3A
MAX,NTSR1
CEBPD,NTSR1
ID1,NTSR1
ID3,NTSR1
RXRA,NTSR1
JUN,NTSR1
JUND,NTSR1
DNAJC1,NTSR1
LYL1,NTSR1
SPI1,NTSR1
HOPX,NTSR1
MAFG,NTSR1
GFI1B,NTSR1
IRF7,NTSR1
IRF8,NTSR1
CREB5,NUP214
CEBPD,NUP214
ZNF547,NUP214
ELF3,NUP214
RXRA,NUP214
ARID3A,NUP214
JUN,NUP214
JUND,NUP214
FOSB,NUP214
SPI1,NUP214
LYL1,NUP214
MAFG,NUP214
HLX,NUP214
ZNF205,NUP214
MYCL,NUP214
MAX,NXN
IRF8,NXN
ZNF683,NXN
ID3,NXN
JUN,NXN
JUND,NXN
FOSB,NXN
DNAJC1,NXN
SPIB,NXN
LYL1,NXN
TSC22D1,NXN
SPI1,NXN
HOPX,NXN
IRF7,NXN
MYBL2,NXN
MAX,OAF
CEBPD,OAF
VENTX,OAF
ID1,OAF
RXRA,OAF
ASCL2,OAF
JUN,OAF
JUND,OAF
NFE2,OAF
FOSB,OAF
DNAJC1,OAF
LYL1,OAF
SPI1,OAF
ZFHX3,OAF
IRF8,OAF
MAX,OAZ1
TAL1,OAZ1
CEBPD,OAZ1
MEIS1,OAZ1
RXRA,OAZ1
ASCL2,OAZ1
JUN,OAZ1
JUND,OAZ1
NFE2,OAZ1
GRHL1,OAZ1
SPI1,OAZ1
LYL1,OAZ1
TSC22D1,OAZ1
ZGLP1,OAZ1
GFI1B,OAZ1
CEBPD,OGFRL1
ARID3A,OGFRL1
ID1,OGFRL1
JUN,OGFRL1
JUND,OGFRL1
FOSB,OGFRL1
SPI1,OGFRL1
SPIB,OGFRL1
LYL1,OGFRL1
HOPX,OGFRL1
MAFG,OGFRL1
HLX,OGFRL1
IRF7,OGFRL1
IRF8,OGFRL1
MYCL,OGFRL1
CEBPD,OLFM1
ID1,OLFM1
ARID3A,OLFM1
JUN,OLFM1
JUND,OLFM1
NFE2,OLFM1
FOSB,OLFM1
DNAJC1,OLFM1
SPIB,OLFM1
SPI1,OLFM1
NR6A1,OLFM1
MAFG,OLFM1
ZFHX3,OLFM1
ZGLP1,OLFM1
IRF8,OLFM1
MAX,OPHN1
ZNF503,OPHN1
TAL1,OPHN1
CEBPD,OPHN1
MEIS1,OPHN1
JUN,OPHN1
JUND,OPHN1
MITF,OPHN1
NFE2,OPHN1
FOSB,OPHN1
SPI1,OPHN1
LYL1,OPHN1
TSC22D1,OPHN1
MAFG,OPHN1
HOPX,OPHN1
CEBPD,OPLAH
VENTX,OPLAH
RXRA,OPLAH
ASCL2,OPLAH
JUN,OPLAH
JUND,OPLAH
NFE2,OPLAH
FOSB,OPLAH
DNAJC1,OPLAH
LYL1,OPLAH
SPI1,OPLAH
MAFG,OPLAH
ZGLP1,OPLAH
HOPX,OPLAH
MYCL,OPLAH
MAX,OR2W3
TAL1,OR2W3
MEIS1,OR2W3
JUN,OR2W3
NFE2,OR2W3
PBX1,OR2W3
GRHL1,OR2W3
DNAJC1,OR2W3
SPI1,OR2W3
TSC22D1,OR2W3
LYL1,OR2W3
MAFG,OR2W3
ZGLP1,OR2W3
GFI1B,OR2W3
HOPX,OR2W3
CREB5,OXER1
MAX,OXER1
CEBPD,OXER1
ID1,OXER1
ID3,OXER1
JUN,OXER1
JUND,OXER1
NFE2,OXER1
FOSB,OXER1
DNAJC1,OXER1
SPI1,OXER1
MAFG,OXER1
GFI1B,OXER1
HOPX,OXER1
MYCL,OXER1
MAX,PADI2
ZNF503,PADI2
CEBPD,PADI2
JUN,PADI2
JUND,PADI2
NFE2,PADI2
FOSB,PADI2
DNAJC1,PADI2
LYL1,PADI2
SPI1,PADI2
TSC22D1,PADI2
MAFG,PADI2
HLX,PADI2
ZGLP1,PADI2
IRF8,PADI2
MAX,PAH
CEBPD,PAH
IRF8,PAH
ZNF683,PAH
ID3,PAH
ASCL2,PAH
JUN,PAH
JUND,PAH
FOSB,PAH
DNAJC1,PAH
SPI1,PAH
SPIB,PAH
LYL1,PAH
HOPX,PAH
IRF7,PAH
MAX,PARD3
TAL1,PARD3
MEIS1,PARD3
JUN,PARD3
MITF,PARD3
NFE2,PARD3
PBX1,PARD3
GRHL1,PARD3
SPI1,PARD3
LYL1,PARD3
TSC22D1,PARD3
MAFG,PARD3
ZGLP1,PARD3
GFI1B,PARD3
IRX3,PARD3
ZNF470,PARPBP
MAX,PARPBP
TCFL5,PARPBP
ID1,PARPBP
ID3,PARPBP
TFAP2E,PARPBP
RXRA,PARPBP
ARID3A,PARPBP
JUN,PARPBP
JUND,PARPBP
DNAJC1,PARPBP
LYL1,PARPBP
SPI1,PARPBP
IRF7,PARPBP
IRF8,PARPBP
MAX,PARVB
TAL1,PARVB
MEIS1,PARVB
JUN,PARVB
JUND,PARVB
WDHD1,PARVB
NFE2,PARVB
PBX1,PARVB
GRHL1,PARVB
LYL1,PARVB
TSC22D1,PARVB
MAFG,PARVB
ZGLP1,PARVB
GFI1B,PARVB
IRX3,PARVB
CEBPD,PC
TCFL5,PC
ZNF683,PC
ID1,PC
ID3,PC
JUN,PC
JUND,PC
NFE2,PC
ATOH8,PC
DNAJC1,PC
LYL1,PC
SPI1,PC
ZFHX3,PC
HOPX,PC
IRF8,PC
MAX,PCDH1
CEBPD,PCDH1
TCFL5,PCDH1
ZNF683,PCDH1
ID3,PCDH1
RXRA,PCDH1
ASCL2,PCDH1
JUN,PCDH1
JUND,PCDH1
FOSB,PCDH1
DNAJC1,PCDH1
SPI1,PCDH1
ZGLP1,PCDH1
HOPX,PCDH1
MYBL2,PCDH1
MAX,PCSK6
TAL1,PCSK6
MEIS1,PCSK6
ID1,PCSK6
JUN,PCSK6
MITF,PCSK6
NFE2,PCSK6
PBX1,PCSK6
GRHL1,PCSK6
LYL1,PCSK6
TSC22D1,PCSK6
MAFG,PCSK6
ZGLP1,PCSK6
GFI1B,PCSK6
HOPX,PCSK6
MAX,PDE5A
TAL1,PDE5A
CEBPD,PDE5A
MEIS1,PDE5A
JUN,PDE5A
NFE2,PDE5A
PBX1,PDE5A
GRHL1,PDE5A
LYL1,PDE5A
TSC22D1,PDE5A
MAFG,PDE5A
ZGLP1,PDE5A
GFI1B,PDE5A
HOPX,PDE5A
IRX3,PDE5A
MAX,PDGFA
TAL1,PDGFA
MEIS1,PDGFA
JUN,PDGFA
NFE2,PDGFA
PBX1,PDGFA
GRHL1,PDGFA
SPI1,PDGFA
LYL1,PDGFA
TSC22D1,PDGFA
MAFG,PDGFA
ZGLP1,PDGFA
ZNF114,PDGFA
GFI1B,PDGFA
IRF8,PDGFA
MAX,PDGFC
TAL1,PDGFC
IRF8,PDGFC
MEIS1,PDGFC
JUN,PDGFC
NFE2,PDGFC
PBX1,PDGFC
SPI1,PDGFC
SPIB,PDGFC
LYL1,PDGFC
TSC22D1,PDGFC
MAFG,PDGFC
GFI1B,PDGFC
IRF7,PDGFC
MYBL2,PDGFC
MAX,PDGFRA
TAL1,PDGFRA
MEIS1,PDGFRA
ID1,PDGFRA
ZNF683,PDGFRA
MITF,PDGFRA
NFE2,PDGFRA
PBX1,PDGFRA
DNAJC1,PDGFRA
LYL1,PDGFRA
TSC22D1,PDGFRA
MAFG,PDGFRA
GFI1B,PDGFRA
IRF7,PDGFRA
IRX3,PDGFRA
MAX,PDLIM1
TAL1,PDLIM1
MEIS1,PDLIM1
JUN,PDLIM1
NFE2,PDLIM1
PBX1,PDLIM1
GRHL1,PDLIM1
SPI1,PDLIM1
SPIB,PDLIM1
TSC22D1,PDLIM1
LYL1,PDLIM1
MAFG,PDLIM1
ZGLP1,PDLIM1
GFI1B,PDLIM1
IRF8,PDLIM1
MAX,PDZD2
CEBPD,PDZD2
IRF8,PDZD2
ZNF683,PDZD2
ID3,PDZD2
ASCL2,PDZD2
JUN,PDZD2
JUND,PDZD2
FOSB,PDZD2
DNAJC1,PDZD2
SPI1,PDZD2
SPIB,PDZD2
LYL1,PDZD2
HOPX,PDZD2
IRF7,PDZD2
MAX,PDZD3
CEBPD,PDZD3
VENTX,PDZD3
ID1,PDZD3
RXRA,PDZD3
JUN,PDZD3
JUND,PDZD3
FOSB,PDZD3
SPI1,PDZD3
LYL1,PDZD3
TSC22D1,PDZD3
MAFG,PDZD3
ZGLP1,PDZD3
HOPX,PDZD3
IRF7,PDZD3
MAX,PDZK1IP1
TAL1,PDZK1IP1
CEBPD,PDZK1IP1
MEIS1,PDZK1IP1
JUN,PDZK1IP1
NFE2,PDZK1IP1
FOSB,PDZK1IP1
PBX1,PDZK1IP1
GRHL1,PDZK1IP1
LYL1,PDZK1IP1
TSC22D1,PDZK1IP1
MAFG,PDZK1IP1
ZGLP1,PDZK1IP1
GFI1B,PDZK1IP1
HOPX,PDZK1IP1
CEBPD,PER1
RXRA,PER1
ID1,PER1
JDP2,PER1
JUN,PER1
JUND,PER1
FOSB,PER1
DNAJC1,PER1
SPI1,PER1
NR6A1,PER1
ZNF205,PER1
MAFG,PER1
ZGLP1,PER1
IRF8,PER1
MYCL,PER1
MAX,PF4
TAL1,PF4
MEIS1,PF4
JUN,PF4
NFE2,PF4
PBX1,PF4
SPI1,PF4
LYL1,PF4
GRHL1,PF4
TSC22D1,PF4
MAFG,PF4
ZGLP1,PF4
GFI1B,PF4
HOPX,PF4
IRX3,PF4
MAX,PF4V1
TAL1,PF4V1
MEIS1,PF4V1
JUN,PF4V1
JUND,PF4V1
NFE2,PF4V1
PBX1,PF4V1
GRHL1,PF4V1
LYL1,PF4V1
TSC22D1,PF4V1
MAFG,PF4V1
ZGLP1,PF4V1
GFI1B,PF4V1
HOPX,PF4V1
MYBL2,PF4V1
MAX,PGRMC1
TAL1,PGRMC1
CEBPD,PGRMC1
MEIS1,PGRMC1
JUN,PGRMC1
MITF,PGRMC1
NFE2,PGRMC1
PBX1,PGRMC1
GRHL1,PGRMC1
LYL1,PGRMC1
TSC22D1,PGRMC1
MAFG,PGRMC1
ZGLP1,PGRMC1
GFI1B,PGRMC1
IRX3,PGRMC1
CREB5,PHC2
CEBPD,PHC2
IRF8,PHC2
RXRA,PHC2
JUN,PHC2
JUND,PHC2
NFE2,PHC2
FOSB,PHC2
DNAJC1,PHC2
SPI1,PHC2
ZNF205,PHC2
ZFHX3,PHC2
ZGLP1,PHC2
IRF7,PHC2
MYBL2,PHC2
CEBPD,PID1
VENTX,PID1
ID1,PID1
ASCL2,PID1
JUN,PID1
JUND,PID1
NFE2,PID1
FOSB,PID1
DNAJC1,PID1
LYL1,PID1
SPI1,PID1
MAFG,PID1
ZFHX3,PID1
HOPX,PID1
MYCL,PID1
CEBPD,PILRA
VENTX,PILRA
RXRA,PILRA
ARID3A,PILRA
JDP2,PILRA
JUN,PILRA
JUND,PILRA
FOSB,PILRA
ATOH8,PILRA
SPI1,PILRA
LYL1,PILRA
ZFHX3,PILRA
ZGLP1,PILRA
HOPX,PILRA
IRF8,PILRA
MAX,PINLYP
ZNF683,PINLYP
ARID3A,PINLYP
ARNTL2,PINLYP
ASCL2,PINLYP
JUN,PINLYP
JUND,PINLYP
NFE2,PINLYP
FOSB,PINLYP
DNAJC1,PINLYP
SPIB,PINLYP
LYL1,PINLYP
RFX8,PINLYP
HOPX,PINLYP
IRF7,PINLYP
MAX,PIP5K1B
CEBPD,PIP5K1B
RXRA,PIP5K1B
ID1,PIP5K1B
ARID3A,PIP5K1B
JDP2,PIP5K1B
JUN,PIP5K1B
JUND,PIP5K1B
FOSB,PIP5K1B
ATOH8,PIP5K1B
SPI1,PIP5K1B
SPIB,PIP5K1B
LYL1,PIP5K1B
ZGLP1,PIP5K1B
IRF7,PIP5K1B
MAX,PKD1L1
CEBPD,PKD1L1
RXRA,PKD1L1
ZNF683,PKD1L1
ID3,PKD1L1
JUN,PKD1L1
JUND,PKD1L1
NFE2,PKD1L1
FOSB,PKD1L1
DNAJC1,PKD1L1
SPI1,PKD1L1
SPIB,PKD1L1
LYL1,PKD1L1
HOPX,PKD1L1
IRF8,PKD1L1
CEBPD,PLA2G16
IRF8,PLA2G16
ZNF683,PLA2G16
ID3,PLA2G16
ASCL2,PLA2G16
JUN,PLA2G16
JUND,PLA2G16
ATOH8,PLA2G16
DNAJC1,PLA2G16
SPI1,PLA2G16
SPIB,PLA2G16
TSC22D1,PLA2G16
IRF7,PLA2G16
HOPX,PLA2G16
MYBL2,PLA2G16
MAX,PLA2G7
CEBPD,PLA2G7
RXRA,PLA2G7
ID1,PLA2G7
ID3,PLA2G7
JUND,PLA2G7
NFE2,PLA2G7
FOSB,PLA2G7
DNAJC1,PLA2G7
SPIB,PLA2G7
LYL1,PLA2G7
SPI1,PLA2G7
MAFG,PLA2G7
IRF7,PLA2G7
MYCL,PLA2G7
MAX,PLD4
CEBPD,PLD4
